EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,Silicate,SILCAT_FLAG_W,Nitrate,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,Phosphate,PHSPHT_FLAG_W,CFC11,CFC11_FLAG_W,CFC12,CFC12_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,tCO2,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TMP,SA,CT,pdens
33RO20071215,18,43,1,16,12051,2,20071229,1330,0.4998,-110.004,3832,1101.1,4.474,34.5596,2,34.5604,2,79.8,2,79.4,2,88.7,2,40.1,2,0,2,2.83,2,0.005,2,0.004,2,-999,9,-999,9,2301.8,2,2355.5,2,25,34.73268226,4.384526892,27.40339339
33RO20071215,18,43,1,14,12013,2,20071229,1330,0.4998,-110.004,3832,1300.3,3.7196,34.5829,2,34.5837,2,81.2,2,81.4,2,107.3,2,40.5,2,0,2,2.87,2,-999,9,-999,9,-999,9,-999,9,2321.2,2,-999,9,-999,34.7576456,3.619845491,27.50251747
33RO20071215,18,43,1,12,12031,4,20071229,1330,0.4998,-110.004,3832,1599.6,2.964,34.6113,2,34.6289,4,90.7,2,89.9,3,125.9,2,40.1,2,0,2,2.83,2,-999,9,-999,9,-999,9,-999,9,2336.1,2,2395.9,2,25,34.78790381,2.84729221,27.59961356
33RO20071215,18,43,1,10,12032,2,20071229,1330,0.4998,-110.004,3832,2000.4,2.3707,34.6386,2,34.6401,2,102.5,2,101.7,2,140.4,2,39.3,2,0,2,2.76,2,-999,9,-999,9,-999,9,-999,9,2344.3,2,-999,9,-999,34.81696333,2.227960035,27.67606843
33RO20071215,18,43,1,8,12021,2,20071229,1330,0.4998,-110.004,3832,2399.8,2.0165,34.6574,2,34.658,2,115.4,2,114.6,2,147.7,2,38.5,2,0,2,2.68,2,-999,9,-999,9,-999,9,-999,9,2344.7,2,2420.5,2,25,34.83654559,1.844483649,27.72232025
33RO20071215,18,43,1,6,12033,2,20071229,1330,0.4998,-110.004,3832,2799.8,1.8249,34.6694,2,34.6702,2,124.8,2,124.4,2,151.3,2,38,2,0,2,2.61,2,-999,9,-999,9,-999,9,-999,9,2342.5,2,-999,9,-999,34.84878026,1.619721171,27.74918787
33RO20071215,18,43,1,4,12009,2,20071229,1330,0.4998,-110.004,3832,3248.3,1.5888,34.6816,2,34.6821,2,142.2,2,142.1,2,150.2,6,36.9,6,0,6,2.51,2,-999,9,-999,9,-999,9,-999,9,2333.7,2,2426.5,2,25,34.86105204,1.345472145,27.7789974
33RO20071215,18,43,1,2,12007,2,20071229,1330,0.4998,-110.004,3832,3699.6,1.4897,34.6907,2,34.6918,2,150.2,2,150.4,2,153.3,6,36.5,6,0,6,2.47,2,-999,9,-999,9,-999,9,-999,9,2332.7,2,2434.7,2,25,34.87023961,1.202712929,27.79637621
33RO20071215,18,43,1,1,12035,2,20071229,1330,0.4998,-110.004,3832,3831.1,1.488,34.6915,2,34.6918,2,152.9,2,152.1,2,152.3,2,36.4,2,0,2,2.45,2,-999,9,-999,9,-999,9,-999,9,2331.6,6,2435,2,25,34.87098986,1.187117327,27.79805678
33RO20071215,18,44,1,36,12017,2,20071230,543,0.0005,-109.9775,3812,6,23.1963,33.9762,2,33.9787,2,211.2,2,209.6,2,3.7,2,4.3,2,0.09,2,0.41,2,1.93,2,1.17,2,-999,1,1.12,2,1976.3,6,2242.4,2,25,34.13678493,23.228298,23.10455143
33RO20071215,18,44,1,35,12029,2,20071230,543,0.0005,-109.9775,3812,12.8,23.1416,33.9877,2,33.9877,2,210.5,2,208.7,2,3.8,2,4.4,2,0.09,2,0.42,2,1.891,6,1.158,6,-999,9,-999,9,1977.5,2,2244.2,2,25,34.14835511,23.17165036,23.12945993
33RO20071215,18,44,1,34,12049,2,20071230,543,0.0005,-109.9775,3812,26.2,19.0543,34.5863,2,34.5768,2,154.7,2,153.8,2,10,2,14.1,2,0.3,2,1.03,2,1.799,2,1.05,2,-999,9,-999,9,2088.1,2,2282.2,2,25,34.74991367,19.05404966,24.69671634
33RO20071215,18,44,1,33,12027,2,20071230,543,0.0005,-109.9775,3812,55.1,13.9855,34.9053,2,34.9058,2,94,2,94.7,2,17.9,2,22.6,2,0.06,2,1.52,2,1.6,2,0.854,2,-999,1,0.25,2,2172.1,2,2304.5,2,25,35.07088543,13.96899859,26.12288951
33RO20071215,18,44,1,32,12023,2,20071230,543,0.0005,-109.9775,3812,68.2,13.8907,34.9048,2,34.905,2,110,2,108.5,2,17.5,2,21.1,2,0.04,2,1.44,2,1.578,6,0.878,6,-999,9,-999,9,2163.2,2,2303.6,2,25,35.07059942,13.87233986,26.14290731
33RO20071215,18,44,1,31,12037,2,20071230,543,0.0005,-109.9775,3812,90,13.8374,34.9491,2,34.9485,2,121.4,2,120.4,2,16,2,19.9,2,0.03,2,1.36,2,1.555,2,0.885,2,-999,9,-999,9,2157,2,2305.4,2,25,35.11547113,13.8148739,26.18919546
33RO20071215,18,44,1,30,12036,2,20071230,543,0.0005,-109.9775,3812,108,13.5742,34.9277,2,34.9291,2,118.6,2,117.9,2,16.8,2,20.5,2,0.02,2,1.41,2,1.631,2,0.88,2,-999,1,0.48,2,2159.5,2,2306.9,2,25,35.09422395,13.54974295,26.22788046
33RO20071215,18,44,1,29,12044,2,20071230,543,0.0005,-109.9775,3812,129.5,13.2406,34.9287,2,34.9274,2,111.5,2,107.3,2,17.5,2,21.9,2,0.01,2,1.5,2,1.419,2,0.8,2,-999,9,-999,9,2168.1,2,2305.3,2,25,35.09544052,13.21332236,26.2975467
33RO20071215,18,44,1,28,12057,2,20071230,543,0.0005,-109.9775,3812,158.2,13.0361,34.9113,2,34.9101,2,103.2,2,99.8,2,18.8,2,23.2,2,0.01,2,1.59,2,1.332,2,0.745,2,-999,1,0.19,2,2176.8,6,2307.6,2,25,35.07815647,13.0054122,26.32624058
33RO20071215,18,44,1,27,12026,2,20071230,543,0.0005,-109.9775,3812,183.7,12.6838,34.8946,2,34.8946,2,88,2,87.2,2,20.2,2,25.1,2,0.01,2,1.72,2,1.205,2,0.672,2,-999,9,-999,9,2189,2,2308.4,2,25,35.06151654,12.65037685,26.3841172
33RO20071215,18,44,1,26,12030,2,20071230,543,0.0005,-109.9775,3812,215.4,12.3265,34.8813,2,34.8814,2,65,2,65.1,2,22.5,2,27.9,2,0.01,2,1.9,2,1.066,2,0.576,2,-999,1,0.16,2,2208.1,2,2306,2,25,35.04831669,12.28956929,26.44450741
33RO20071215,18,44,1,25,12024,2,20071230,543,0.0005,-109.9775,3812,267.6,12.2551,34.8752,2,34.8766,2,53.1,2,53,2,23.7,2,29.3,2,0.01,2,2,2,0.956,2,0.529,2,-999,1,0.15,2,2218.7,2,2306.3,2,25,35.04245792,12.21142495,26.45511233
33RO20071215,18,44,1,24,12019,2,20071230,543,0.0005,-109.9775,3812,316.4,12.1004,34.8631,2,34.8647,2,35.9,2,38.4,2,25.2,2,30.9,2,0.01,2,2.11,2,0.883,2,0.484,2,-999,1,0.05,3,2228.6,2,2291,4,25,35.03063321,12.05077235,26.47688923
33RO20071215,18,44,1,23,12022,2,20071230,543,0.0005,-109.9775,3812,366.9,10.6917,34.7728,2,34.7736,2,15.4,2,16.1,2,31.9,2,35.2,2,0.01,2,2.45,2,0.47,2,0.251,2,-999,9,-999,9,2256.6,2,-999,5,25,34.94036228,10.6408881,26.66708854
33RO20071215,18,44,1,22,12015,2,20071230,543,0.0005,-109.9775,3812,432.9,9.2236,34.6877,2,34.6877,2,18.2,2,18.5,2,38.4,2,38.1,2,0,2,2.62,2,0.224,2,0.122,2,-999,1,-0.06,2,2268.6,6,2301.2,2,25,34.85544042,9.17093315,26.85045318
33RO20071215,18,44,1,21,12020,2,20071230,543,0.0005,-109.9775,3812,533.5,8.3388,34.6409,2,34.6408,2,33.3,2,31.6,2,41.8,2,38.8,2,0,2,2.68,2,0.141,2,0.077,2,-999,1,-0.46,4,2267.6,2,2305.7,2,25,34.80920264,8.279006374,26.95455962
33RO20071215,18,44,1,20,12055,2,20071230,543,0.0005,-109.9775,3812,628.5,7.1353,34.5851,2,34.5856,2,51.6,2,53.2,2,49.5,2,39.4,2,0,2,2.75,2,0.072,2,0.037,2,-999,1,0.14,2,2269.1,2,2310.8,2,25,34.75387787,7.071880279,27.08721735
33RO20071215,18,44,1,19,12018,2,20071230,543,0.0005,-109.9775,3812,732.7,6.3279,34.5617,2,34.5615,2,62.6,2,63.5,2,57.3,2,39.7,2,0,2,2.78,2,0.042,2,0.024,2,-999,9,-999,9,2273,2,2320.7,2,25,34.73128224,6.258857714,27.17885492
33RO20071215,18,44,1,18,12025,2,20071230,543,0.0005,-109.9775,3812,832.7,5.6361,34.552,2,34.5529,2,70,2,69.9,2,66.9,2,39.9,2,0,2,2.82,2,0.018,2,0.011,2,-999,1,0.19,2,2281.5,2,2330.1,2,25,34.72242758,5.562028859,27.2596746
33RO20071215,18,44,1,17,12016,2,20071230,543,0.0005,-109.9775,3812,932.4,5.119,34.5527,2,34.5539,2,73.3,2,73,2,76,2,40.2,2,0,2,2.84,2,0.009,2,0.006,2,-999,9,-999,9,2290.9,2,2342.6,2,25,34.72402481,5.039429559,27.32311221
33RO20071215,18,44,1,16,12051,2,20071230,543,0.0005,-109.9775,3812,1033.6,4.7222,34.5544,2,34.5558,2,79.2,2,77.5,2,82.8,2,40,2,0,2,2.84,2,0.004,2,0.003,2,-999,1,0.07,2,2296.6,2,2350.2,2,25,34.72666788,4.636649328,27.37096299
33RO20071215,18,44,1,15,12014,2,20071230,543,0.0005,-109.9775,3812,1133.5,4.3322,34.5605,2,34.5616,2,84.9,2,84.9,2,90.2,2,39.8,2,0,2,2.83,2,0.003,2,0.002,2,-999,9,-999,9,2302.4,2,2359.4,2,25,34.73378326,4.241144982,27.41967431
33RO20071215,18,44,1,14,12013,2,20071230,543,0.0005,-109.9775,3812,1233.4,3.9563,34.5748,2,34.5763,2,80.8,2,79.6,2,101.4,2,40.6,2,0,2,2.89,2,0.001,2,0.001,2,-999,9,-999,9,2318.2,2,2370.8,2,25,34.74895952,3.859969605,27.47146108
33RO20071215,18,44,1,13,12012,2,20071230,543,0.0005,-109.9775,3812,1334.2,3.6379,34.5835,2,34.5856,2,85,2,84.6,2,108.5,2,40.3,2,0,2,2.88,2,-0.001,2,0,2,-999,9,-999,9,2322,2,2377,2,25,34.75837808,3.536106492,27.51136888
33RO20071215,18,44,1,12,12031,2,20071230,543,0.0005,-109.9775,3812,1467.2,3.303,34.5965,2,34.5978,2,86.4,2,86.5,2,116.8,2,40.3,2,0,2,2.88,2,-0.001,2,0,2,-999,9,-999,9,2330.1,2,2388.4,2,25,34.77225352,3.193496174,27.55532735
33RO20071215,18,44,1,11,12003,2,20071230,543,0.0005,-109.9775,3812,1668.5,2.7648,34.6186,2,34.6191,2,95,2,94.7,2,130,2,39.8,2,0,2,2.83,2,-0.001,2,-0.001,2,-999,1,-0.06,2,2339.3,2,2397.6,2,25,34.79548529,2.644829053,27.62359558
33RO20071215,18,44,1,10,12032,2,20071230,543,0.0005,-109.9775,3812,1867.5,2.5324,34.6309,2,34.6331,2,98.8,2,98.7,2,136.9,2,39.7,2,0,2,2.81,2,-0.001,2,-0.001,2,-999,9,-999,9,2344.1,2,2406.9,2,25,34.80868163,2.398682194,27.65524372
33RO20071215,18,44,1,9,12002,2,20071230,543,0.0005,-109.9775,3812,2070,2.2577,34.6458,2,34.6472,2,104.1,2,106.9,3,144.2,2,39,2,0,2,2.76,2,-0.001,2,-0.001,2,-999,1,-0.07,2,2348.3,2,2414.2,2,25,34.82427729,2.110694064,27.69145965
33RO20071215,18,44,1,8,12021,2,20071230,543,0.0005,-109.9775,3812,2268.6,2.1125,34.6526,2,34.654,2,111,2,110.8,2,146.2,2,38.9,2,0,2,2.73,2,-0.001,2,0,2,-999,9,-999,9,2346.5,2,2416.2,2,25,34.83149862,1.950492188,27.71000749
33RO20071215,18,44,1,7,12001,2,20071230,543,0.0005,-109.9775,3812,2468.6,1.9741,34.6596,2,34.6607,2,117.7,2,117.1,2,148.1,2,38.4,2,0,2,2.69,2,-0.001,2,-0.001,2,-999,9,-999,9,2345.8,2,2417.7,2,25,34.83867998,1.796655106,27.72771613
33RO20071215,18,44,1,6,12033,2,20071230,543,0.0005,-109.9775,3812,2665.6,1.8659,34.667,2,34.6673,2,123.5,2,125.9,3,150.3,2,38.1,2,0,2,2.65,2,-0.001,2,-0.001,2,-999,1,-0.17,3,2344.6,2,2426.9,2,25,34.84620155,1.672459416,27.74317286
33RO20071215,18,44,1,5,12008,2,20071230,543,0.0005,-109.9775,3812,2866.9,1.7655,34.6721,2,34.6719,2,130.9,2,130.4,2,150,2,37.6,2,0,2,2.61,2,-0.001,2,0,2,-999,9,-999,9,2340.8,2,2426,2,25,34.85136583,1.555234849,27.75604278
33RO20071215,18,44,1,4,12009,2,20071230,543,0.0005,-109.9775,3812,3067.3,1.6615,34.6771,2,34.6775,2,136.1,2,136,2,151,6,37.4,6,0,6,2.58,2,0,2,-0.001,2,-999,1,-0.08,2,2338.4,2,2426.3,2,25,34.85639525,1.434274059,27.76890324
33RO20071215,18,44,1,3,12006,2,20071230,543,0.0005,-109.9775,3812,3333.9,1.5893,34.6824,2,34.6832,2,142.5,2,142.3,2,151.5,6,37,6,0,6,2.54,2,-0.001,2,-0.001,2,-999,9,-999,9,2335.2,2,2426.6,2,25,34.8617648,1.33738666,27.78014213
33RO20071215,18,44,1,2,12007,2,20071230,543,0.0005,-109.9775,3812,3585,1.4691,34.6913,2,34.6922,2,152.8,2,153.8,2,152,6,36.4,6,0,6,2.48,2,-0.001,2,0,2,-999,1,0.04,2,2331.9,2,2430.9,2,25,34.8707676,1.194616185,27.79735973
33RO20071215,18,44,1,1,12035,2,20071230,543,0.0005,-109.9775,3812,3857.3,1.4764,34.6923,2,34.6946,2,155.6,2,155.8,2,150.6,2,36.2,2,0,2,2.47,2,-0.001,6,0,6,-999,1,0.09,2,2330.5,6,2427.3,4,25,34.87166062,1.173038128,27.79956607
33RO20161119,18,1,3,1,11010,2,20161124,1417,22.6884,-110.0001,2619,2641.6,1.8216,34.6618,2,34.665,2,99.1,4,104.9,2,159.2,6,38.9,6,0.01,6,2.729,6,0.0094,2,0.0063,2,-246.8,2,-0.15,2,2366.1,6,2428.2,2,25,34.84446032,1.631325365,27.74487437
33RO20161119,18,1,3,2,11101,2,20161124,1417,22.6884,-110.0001,2619,2350.6,1.8914,34.6537,2,34.667,4,93.9,2,96.5,2,158.1,6,39.3,6,0.01,6,2.758,6,0.009,2,0.0063,2,-245.6,2,-0.33,2,2367.5,2,2427.2,2,25,34.83604486,1.726147586,27.73100904
33RO20161119,18,1,3,3,11102,2,20161124,1417,22.6884,-110.0001,2619,2100.1,2.0198,34.6435,2,34.6469,2,85.7,2,88.9,2,154.3,6,39.9,6,0.01,6,2.802,6,-999,9,-999,9,-250.7,2,-0.19,2,2368.3,2,2421.6,6,25,34.82560344,1.874182146,27.71129236
33RO20161119,18,1,3,4,11103,2,20161124,1417,22.6884,-110.0001,2619,1924.7,2.2525,34.6298,2,34.6351,2,72.4,2,76.6,2,151.2,6,40.7,6,0.01,6,2.884,6,0.0099,6,0.0041,6,-999,9,-999,9,2371.6,2,2419.5,2,25,34.8114668,2.118179337,27.6806555
33RO20161119,18,1,3,5,11104,2,20161124,1417,22.6884,-110.0001,2619,1725,2.588,34.6041,2,34.6157,2,56.2,2,60.4,2,145.1,2,41.6,2,0.01,2,3.024,2,-999,9,-999,9,-247.8,2,-0.29,2,2375.8,2,2411,2,25,34.78495438,2.465829493,27.63068112
33RO20161119,18,1,3,6,11105,2,20161124,1417,22.6884,-110.0001,2619,1540.5,2.9333,34.5863,2,34.5972,2,43.3,2,47.1,2,138.9,2,42.5,2,0.01,2,3.066,2,0.0126,2,0.0043,2,-999,9,-999,9,2376.8,2,2402.2,2,25,34.76628181,2.822207577,27.58469894
33RO20161119,18,1,3,7,11106,2,20161124,1417,22.6884,-110.0001,2619,1341.4,3.3543,34.5708,2,34.5764,2,31.3,2,33.7,2,130.3,2,43.2,2,0.01,2,3.157,2,-999,9,-999,9,-230.6,2,-0.37,2,2375.5,2,2391.7,2,25,34.7495481,3.25510258,27.53150597
33RO20161119,18,1,3,8,11107,2,20161124,1417,22.6884,-110.0001,2619,1150.4,3.8704,34.5263,2,34.5575,2,18.2,2,21,2,119.4,2,43.7,2,0.01,2,3.24,2,0.014,2,0.005,2,-999,9,-999,9,2370.3,2,2381.9,2,25,34.7036116,3.782551765,27.4434579
33RO20161119,18,1,3,9,11108,2,20161124,1417,22.6884,-110.0001,2619,960.5,4.5751,34.5105,2,34.5208,2,10,2,10.5,2,104.7,2,43.5,2,0.01,2,3.311,2,0.0135,2,0.0053,2,-204.7,2,-0.53,2,2361.3,6,2364.8,2,25,34.68631588,4.497694765,27.35447476
33RO20161119,18,1,3,10,11109,2,20161124,1417,22.6884,-110.0001,2619,839.2,5.1061,34.4897,2,34.5065,2,6.2,2,7,2,94.8,2,42.6,2,0.01,2,3.254,2,0.0156,2,0.0073,2,-999,9,-999,9,2353.3,2,2353.1,2,25,34.66427292,5.035787099,27.27648313
33RO20161119,18,1,3,11,11110,2,20161124,1417,22.6884,-110.0001,2619,750.9,5.5504,34.4382,2,34.4915,2,5.7,2,5.4,6,87.8,2,41.4,2,0.01,2,3.221,2,0.0225,2,0.0117,2,-175,2,-0.36,2,2344.1,2,2345.3,2,25,34.61160726,5.485911271,27.18180486
33RO20161119,18,1,3,12,11111,2,20161124,1417,22.6884,-110.0001,2619,670.9,6.076,34.4577,2,34.4798,2,4.9,2,4.4,2,78.6,2,40.1,2,0.01,2,3.184,2,0.0218,2,0.0124,2,-999,9,-999,9,2333,2,2337.3,2,25,34.63032321,6.01569676,27.13089258
33RO20161119,18,1,3,13,11112,2,20161124,1417,22.6884,-110.0001,2619,590.7,6.5322,34.3946,2,34.4565,2,5.2,2,4.6,2,73,2,38.5,2,0.01,2,3.125,2,0.0594,2,0.0311,2,-148.8,2,-0.35,2,2324.6,2,2329.4,6,25,34.56594081,6.478191819,27.02057324
33RO20161119,18,1,3,14,11113,2,20161124,1417,22.6884,-110.0001,2619,509.9,7.4096,34.4741,2,34.4729,2,4.6,2,4.2,2,63.1,2,35.4,2,0.01,2,3.032,2,0.1313,2,0.0708,2,-999,9,-999,9,2315.4,2,2321,2,25,34.64474493,7.358692665,26.96167596
33RO20161119,18,1,3,15,11114,2,20161124,1417,22.6884,-110.0001,2619,435,8.2806,34.4847,2,34.4825,2,6,2,5.4,2,53.9,2,32.7,2,0.01,2,2.91,2,0.293,2,0.1572,2,-102.9,2,-0.52,2,2302.1,2,2311.3,2,25,34.65424888,8.234255583,26.84072528
33RO20161119,18,1,3,16,11115,2,20161124,1417,22.6884,-110.0001,2619,369.9,9.05,34.4889,2,34.4888,2,9.7,2,9.8,2,46.7,2,30.3,2,0.01,2,2.797,2,0.5866,2,0.3101,2,-999,9,-999,9,2292.7,2,2304.1,2,25,34.65751801,9.008480004,26.72291582
33RO20161119,18,1,3,17,11116,2,20161124,1417,22.6884,-110.0001,2619,305.7,10.01,34.5352,2,34.5343,2,11.2,2,10.4,2,39.7,2,27.7,2,0.01,2,2.717,2,0.8058,2,0.4312,2,-57.7,2,-0.44,2,2282.2,2,2300.9,2,25,34.70321496,9.972784946,26.59959411
33RO20161119,18,1,3,18,11117,2,20161124,1417,22.6884,-110.0001,2619,241,11.2231,34.5979,2,34.5999,2,13.6,2,12.7,2,34.5,2,25.5,2,0.01,2,2.615,2,1.0754,2,0.6029,2,-39.2,2,-0.46,2,2274.7,2,2299.2,2,25,34.76557779,11.19042125,26.43353552
33RO20161119,18,1,3,19,11083,2,20161124,1417,22.6884,-110.0001,2619,184,12.3046,34.6127,2,34.6121,2,16.9,2,16.8,2,32.5,2,24.8,2,0.01,2,2.58,2,1.3845,2,0.7927,2,-28.7,2,-0.54,2,2267.3,2,2299.5,2,25,34.7799741,12.27771368,26.24069084
33RO20161119,18,1,3,20,11118,2,20161124,1417,22.6884,-110.0001,2619,139.5,13.4461,34.4,2,34.4118,2,50.7,2,47.3,2,24.6,2,22.5,2,0.02,2,2.25,2,-999,9,-999,9,-21.8,2,-0.87,3,2233.3,2,2283.2,2,25,34.56571997,13.42949077,25.84812774
33RO20161119,18,1,3,21,11119,2,20161124,1417,22.6884,-110.0001,2619,100.1,14.7244,33.7483,2,33.7584,2,173.8,2,153.9,2,9.8,2,10.2,2,0.06,2,1.198,2,2.6475,2,1.5538,2,5.6,2,0.5,2,2121,2,2244.1,6,25,33.90989952,14.72977233,25.07575621
33RO20161119,18,1,3,22,11120,2,20161124,1417,22.6884,-110.0001,2619,60.1,21.327,34.1838,2,34.2529,2,219.4,2,214.4,2,2.3,2,0.1,2,0.03,2,0.443,2,2.0995,2,1.2668,2,7.5,2,1.07,2,2040.5,2,2278.6,2,25,34.34595196,21.33677621,23.79122963
33RO20161119,18,1,3,23,11121,2,20161124,1417,22.6884,-110.0001,2619,25,27.893,34.5202,2,-999,9,194.8,2,196.1,6,1.5,2,0.1,2,0.01,2,0.301,2,1.5139,6,0.9507,6,11.4,2,1.27,2,1985.9,6,2289.5,2,25,34.68334445,27.9125453,22.07163238
33RO20161119,18,2,2,1,11010,2,20161124,1854,22.8696,-110.0003,2619,216.9,12.0459,34.656,2,34.6643,2,11.4,2,0.6,4,34.3,6,24,6,0.03,6,2.646,6,1.1508,2,0.6587,2,-999,9,-999,9,2273.5,2,2303.9,2,25,34.82376803,12.01399501,26.32489106
33RO20161119,18,2,2,2,11101,2,20161124,1854,22.8696,-110.0003,2619,205.6,12.1949,34.653,2,34.6571,2,13.2,2,13.2,6,33.5,2,23.8,6,0.03,6,2.614,6,1.2076,2,0.6974,2,-999,9,-999,9,2273.2,2,2306.6,2,25,34.82065877,12.16437748,26.29375232
33RO20161119,18,2,2,3,11102,2,20161124,1854,22.8696,-110.0003,2619,175.7,12.9159,34.6378,2,34.6407,2,21.3,2,20.2,2,31.7,2,23.2,2,0.03,2,2.535,2,1.3989,2,0.8127,2,-999,9,-999,9,2268.1,2,2301.4,2,25,34.80513834,12.88906053,26.14023111
33RO20161119,18,2,2,4,11103,2,20161124,1854,22.8696,-110.0003,2619,146,13.4896,34.5356,2,34.5388,2,39.2,2,36.8,2,28.1,2,22,2,0.04,2,2.363,2,1.6791,2,0.9819,2,-999,9,-999,9,2253.7,2,2293.6,2,25,34.70210727,13.46891408,25.94445339
33RO20161119,18,2,2,5,11104,2,20161124,1854,22.8696,-110.0003,2619,116.4,14.0645,34.344,2,34.3472,2,67.2,2,64.5,2,22.5,2,19,2,0.04,2,2.063,2,2.0179,2,1.1719,2,-999,9,-999,9,2219,2,2279.8,2,25,34.50896136,14.05252844,25.676154
33RO20161119,18,2,2,6,11105,2,20161124,1854,22.8696,-110.0003,2619,96.5,14.8794,33.9571,2,34.0174,2,166.9,2,116.8,6,14.7,2,12.4,2,0.08,2,1.512,2,2.3482,2,1.3808,2,-999,9,-999,9,2159.1,2,2259.8,2,25,34.11956288,14.8802945,25.20310883
33RO20161119,18,2,2,7,11106,2,20161124,1854,22.8696,-110.0003,2619,76.8,16.9239,33.6302,2,33.6282,2,235.6,2,225.7,4,3.5,2,0.1,2,0.05,2,0.502,2,2.6008,2,1.5339,2,-999,9,-999,9,2044.6,2,2242.4,2,25,33.79020085,16.93931289,24.48945597
33RO20161119,18,2,2,8,11107,2,20161124,1854,22.8696,-110.0003,2619,62.1,20.5495,33.6588,2,33.6539,2,239.3,2,237.7,2,2.3,2,0,2,0.02,2,0.332,2,2.3208,2,1.3816,2,-999,9,-999,9,2014.5,2,2244.1,2,25,33.81851975,20.57432872,23.60191176
33RO20161119,18,2,2,9,11108,2,20161124,1854,22.8696,-110.0003,2619,32.7,25.1281,34.1194,2,34.102,2,207.2,2,207.8,2,2.1,2,0,2,0.01,2,0.269,2,1.7631,2,1.08,2,-999,9,-999,9,2008.6,2,2270.2,2,25,34.28080886,25.15444839,22.64170267
33RO20161119,18,2,2,10,11109,2,20161124,1854,22.8696,-110.0003,2619,3.3,26.2906,34.376,2,34.3628,2,196.3,2,202,2,1.9,2,0,2,0.02,2,0.287,2,1.6437,6,1.0138,6,-999,9,-999,9,1999.8,6,2284.5,6,25,34.53831361,26.31671403,22.47382322
33RO20161119,18,3,1,1,11010,2,20161124,2137,22.7705,-110,1250,1256,3.5487,34.5695,2,34.5695,2,28.9,2,28.3,2,126.4,6,44.6,6,0.02,6,3.224,6,0.0169,2,0.0056,2,-999,9,-999,9,2373.6,6,2389.2,2,25,34.74765166,3.454612995,27.51084112
33RO20161119,18,3,1,2,11101,2,20161124,2137,22.7705,-110,1250,1095.5,4.1188,34.5466,2,34.5453,2,17.5,2,17.4,2,115.4,6,44,6,0.01,6,3.265,6,-999,9,-999,9,-999,9,-999,9,2369.1,2,2377.4,2,25,34.72364965,4.033108285,27.43359301
33RO20161119,18,3,1,3,11102,2,20161124,2137,22.7705,-110,1250,965,4.5361,34.5266,2,34.5249,2,11.8,2,11.1,2,105.8,2,44.3,2,0.01,2,3.269,2,0.0143,2,0.007,2,-999,9,-999,9,2360.2,2,-999,5,25,34.70253615,4.458409069,27.37156841
33RO20161119,18,3,1,4,11103,2,20161124,2137,22.7705,-110,1250,866,5.0367,34.5075,2,34.5065,2,7.6,2,7,2,96.7,2,43.5,2,0.01,2,3.249,2,-999,9,-999,9,-999,9,-999,9,2353.8,2,2359.5,6,25,34.68243164,4.964241861,27.29903794
33RO20161119,18,3,1,5,11104,2,20161124,2137,22.7705,-110,1250,765.9,5.3922,34.4918,2,34.5001,2,6.2,2,5.9,2,89.9,2,42.6,2,0.01,2,3.222,2,0.0179,6,0.0103,6,-999,9,-999,9,2342.8,2,2348.9,2,25,34.66563716,5.326592983,27.24340443
33RO20161119,18,3,1,6,11105,2,20161124,2137,22.7705,-110,1250,665.1,6.1586,34.4962,2,34.4948,2,3.8,2,3.6,2,80,2,39.7,2,0.01,2,3.179,2,-999,9,-999,9,-999,9,-999,9,2331.9,2,2340.3,2,25,34.66895104,6.09786218,27.15072947
33RO20161119,18,3,1,7,11106,2,20161124,2137,22.7705,-110,1250,566.4,6.9022,34.5076,2,34.5075,2,3.3,2,3.3,6,72.1,2,37,2,0.01,2,3.121,2,0.0888,2,0.0517,2,-999,9,-999,9,2322.4,2,2331.3,2,25,34.67917834,6.847225686,27.05972731
33RO20161119,18,3,1,9,11108,2,20161124,2137,22.7705,-110,1250,425.4,8.4249,34.5215,2,34.5199,2,4.1,2,3.7,2,55.2,2,31.8,2,0.01,2,2.941,2,0.2703,2,0.1493,2,-999,9,-999,9,2302.8,2,2314.4,2,25,34.69108592,8.378510402,26.84744815
33RO20161119,18,3,1,10,11109,2,20161124,2137,22.7705,-110,1250,374.8,9.2289,34.5502,2,34.5491,2,4.7,2,4.1,2,48.1,2,29.2,2,0.01,2,2.85,2,-999,9,-999,9,-999,9,-999,9,2293.1,2,2312,2,25,34.71919003,9.185259711,26.74240512
33RO20161119,18,3,1,11,11110,2,20161124,2137,22.7705,-110,1250,334.8,9.76,34.5707,2,34.5697,2,5.6,2,5.1,2,44.3,2,27.8,2,0.01,2,2.801,2,0.5417,2,0.3032,2,-999,9,-999,9,2289.6,2,2308.4,2,25,34.73925833,9.719249656,26.67019827
