EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,Silicate,SILCAT_FLAG_W,Nitrate,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,Phosphate,PHSPHT_FLAG_W,CFC11,CFC11_FLAG_W,CFC12,CFC12_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,tCO2,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TMP,SA,CT,pdens
33RO20071215,18,7,1,4,11004,2,20071219,40,20.8335,-110.001,3199,2134,2.0269,34.6496,2,34.6533,2,94,2,92.9,2,156.3,6,40.3,6,0,6,2.73,2,0.007,2,0.005,2,-999,9,-999,9,2362.3,2,2425.2,2,25,34.83199892,1.878178968,27.71607703
33RO20071215,18,7,1,3,11003,2,20071219,40,20.8335,-110.001,3199,2532.7,1.7836,34.6641,2,34.6645,2,110,2,109.9,2,159.7,6,39.8,6,0,6,2.64,2,0.004,2,0.004,2,-999,9,-999,9,2353,2,2429.6,2,25,34.84711795,1.604023887,27.74903329
33RO20071215,18,7,1,2,11002,2,20071219,40,20.8335,-110.001,3199,2934,1.6835,34.6711,2,34.672,2,117.1,2,117.4,2,163.6,6,39.2,6,0,6,2.59,2,0.007,2,0.008,2,-999,9,-999,9,2355,2,2433.7,2,25,34.85441872,1.468647595,27.76483059
33RO20071215,18,7,1,1,11001,2,20071219,40,20.8335,-110.001,3199,3215.8,1.6881,34.6721,2,34.6726,2,118.1,2,117.4,2,165.1,2,38.6,2,0,2,2.58,2,0.011,6,0.011,6,-999,9,-999,9,2355.2,2,2432.4,2,25,34.85525308,1.445618711,27.76716977
33RO20071215,18,8,1,24,11024,2,20071219,627,20.2488,-109.9988,3270,5,24.2077,34.6124,2,34.6138,2,211.1,2,212.1,2,1.7,2,0,2,0,2,0.16,2,1.85,2,1.165,2,-999,1,1.33,2,2003.5,6,2298.4,2,25,34.77581283,24.21947835,23.28922679
33RO20071215,18,8,1,23,11023,2,20071219,627,20.2488,-109.9988,3270,19.7,24.206,34.6112,2,34.6223,2,211.9,2,211.8,2,1.8,2,0,2,0,2,0.19,2,1.834,6,1.159,6,-999,9,-999,9,2004.4,2,2303.7,2,25,34.77462018,24.21470317,23.28976066
33RO20071215,18,8,1,22,11022,2,20071219,627,20.2488,-109.9988,3270,41,23.8357,34.8239,2,34.7514,2,210.4,2,212.3,2,2.5,2,0.1,2,0.01,2,0.35,2,1.901,2,1.189,2,-999,9,-999,9,2025.2,2,2315.9,2,25,34.98871893,23.83148367,23.56203471
33RO20071215,18,8,1,21,11021,2,20071219,627,20.2488,-109.9988,3270,66.5,17.7551,34.0628,2,34.0758,2,194.3,2,192.9,2,5.6,2,3.7,2,0.2,2,0.62,2,2.479,2,1.47,2,-999,9,-999,9,2072.8,2,2271,2,25,34.22450882,17.76146526,24.62194896
33RO20071215,18,8,1,20,11020,2,20071219,627,20.2488,-109.9988,3270,91.9,14.5748,34.2901,2,34.298,2,66.3,2,64.6,2,18.5,2,21,2,0.03,2,1.85,2,-999,9,-999,9,-999,9,-999,9,2193.9,2,2271.5,2,25,34.45372184,14.56792153,25.52493664
33RO20071215,18,8,1,19,11019,2,20071219,627,20.2488,-109.9988,3270,116.5,13.8078,34.5661,2,34.5804,2,20.5,2,19.9,2,25.8,2,24.8,2,0.02,2,2.33,2,1.446,2,0.844,2,-999,9,-999,9,2241.2,2,-999,5,25,34.73186714,13.79052812,25.90103738
33RO20071215,18,8,1,18,11018,2,20071219,627,20.2488,-109.9988,3270,141.1,13.0396,34.694,2,34.6934,2,5.1,2,6.4,2,29.5,2,25.1,2,0.01,2,2.48,2,-999,9,-999,9,-999,9,-999,9,2256.2,2,2297.8,2,25,34.86095282,13.01618014,26.15763863
33RO20071215,18,8,1,17,11017,2,20071219,627,20.2488,-109.9988,3270,183.2,12.2616,34.7475,2,34.7427,2,4.2,2,2.8,2,32.4,2,24.6,2,0.17,2,2.53,2,0.635,2,0.388,2,-999,9,-999,9,2265.3,2,2304.4,2,25,34.91522053,12.2319362,26.35340754
33RO20071215,18,8,1,16,11016,2,20071219,627,20.2488,-109.9988,3270,249.7,11.2115,34.708,2,34.7068,2,3.6,2,3,2,36.2,2,23.5,2,0.83,2,2.6,2,-999,9,-999,9,-999,9,-999,9,2277,2,2310.3,2,25,34.87605698,11.17549759,26.52141475
33RO20071215,18,8,1,15,11015,2,20071219,627,20.2488,-109.9988,3270,324.4,9.9833,34.6247,2,34.6254,2,3.8,2,3.8,2,43,2,27.1,2,0.01,2,2.71,2,0.241,2,0.143,2,-999,9,-999,9,2286.9,2,2311.4,2,25,34.79315508,9.942244837,26.67438472
33RO20071215,18,8,1,14,11014,2,20071219,627,20.2488,-109.9988,3270,399,8.9369,34.5699,2,34.5677,2,4,2,5.4,2,49.8,2,30.7,2,0,2,2.84,2,0.119,2,0.073,2,-999,9,-999,9,2293.8,2,2314.2,2,25,34.73907145,8.891015699,26.80493125
33RO20071215,18,8,1,13,11013,2,20071219,627,20.2488,-109.9988,3270,474.4,8.1311,34.5502,2,34.5492,2,3.7,2,3.9,2,59.5,2,32.8,2,0,2,2.98,2,-999,9,-999,9,-999,9,-999,9,2306,2,2319.9,2,25,34.72042053,8.079961114,26.91549105
33RO20071215,18,8,1,12,11012,2,20071219,627,20.2488,-109.9988,3270,567.8,7.0729,34.5251,2,34.5219,2,3.8,2,3.7,2,70.1,2,36.4,2,0,2,3.1,2,0.035,2,0.019,2,-999,9,-999,9,2318.2,2,2331.7,2,25,34.6965161,7.016764244,27.0500132
33RO20071215,18,8,1,11,11010,2,20071219,627,20.2488,-109.9988,3270,700.9,6.0932,34.5122,2,34.5105,2,4.6,2,4.8,2,80.6,2,40.5,2,0,2,3.19,2,-999,9,-999,9,-999,9,-999,9,2330.9,2,2337.1,2,25,34.6851492,6.029203888,27.17219474
33RO20071215,18,8,1,10,11011,2,20071219,627,20.2488,-109.9988,3270,850.2,5.2954,34.53,2,34.529,2,5.3,2,4.9,2,92.2,2,43.2,2,0,2,3.27,2,-999,9,-999,9,-999,9,-999,9,2345.4,2,2349.6,2,25,34.70458013,5.22227508,27.28641274
33RO20071215,18,8,1,9,11009,2,20071219,627,20.2488,-109.9988,3270,1000,4.6038,34.5413,2,34.5406,2,10.7,2,10.2,2,103.9,2,44.7,2,0,2,3.3,2,-999,9,-999,9,-999,9,-999,9,2355.9,2,2362.7,2,25,34.71733303,4.522323037,27.37624408
33RO20071215,18,8,1,8,11008,2,20071219,627,20.2488,-109.9988,3270,1151.1,3.9984,34.5541,2,34.5529,2,20.8,2,20.5,2,117.3,2,44.5,2,0,2,3.26,2,-999,9,-999,9,-999,9,-999,9,2363.7,2,2375.5,2,25,34.73132852,3.908959027,27.45250144
33RO20071215,18,8,1,7,11007,2,20071219,627,20.2488,-109.9988,3270,1332.7,3.4701,34.5775,2,34.5773,2,34.8,2,35.3,2,127.1,2,43.9,2,0,2,3.16,2,-999,9,-999,9,-999,9,-999,9,2367.3,2,2390.9,2,25,34.75608343,3.370290731,27.52567942
33RO20071215,18,8,1,6,11006,2,20071219,627,20.2488,-109.9988,3270,1534.3,3.0674,34.5974,2,34.5985,2,47.5,2,48.7,2,135.8,2,43.3,2,0,2,3.05,2,-999,9,-999,9,-999,9,-999,9,2368.5,2,2402.7,2,25,34.77726066,2.955023025,27.58140554
33RO20071215,18,8,1,5,11005,2,20071219,627,20.2488,-109.9988,3270,1860.9,2.4017,34.63,2,34.6307,2,74.4,2,73.7,2,149.6,2,41.4,2,0,2,2.88,2,-999,9,-999,9,-999,9,-999,9,2367.3,2,2422.1,4,25,34.81144041,2.270490992,27.66816116
33RO20071215,18,8,1,4,11004,2,20071219,627,20.2488,-109.9988,3270,2268,1.936,34.6545,2,34.6551,2,99.8,2,99.2,2,157.5,6,39.8,6,0,6,2.7,2,-999,9,-999,9,-999,9,-999,9,2360.3,2,2429.8,2,25,34.83708043,1.777185941,27.7279368
33RO20071215,18,8,1,3,11003,3,20071219,627,20.2488,-109.9988,3270,2667.5,1.7592,34.6668,2,34.6659,2,112.9,2,112.4,2,160,6,39,6,0,6,2.62,2,-999,9,-999,9,-999,9,-999,9,2356.3,2,2432.3,2,25,34.84984231,1.567778131,27.7538993
33RO20071215,18,8,1,2,11002,2,20071219,627,20.2488,-109.9988,3270,3066.4,1.7297,34.67,2,34.6702,2,116.2,2,115.4,2,162.4,6,38.8,6,0,6,2.61,2,-999,9,-999,9,-999,9,-999,9,2354.9,2,2433,2,25,34.85318718,1.500986506,27.76148667
33RO20071215,18,8,1,1,11001,2,20071219,627,20.2488,-109.9988,3270,3284.9,1.7434,34.6703,2,34.6698,2,116.5,2,115.1,2,162.9,2,38.9,2,0,2,2.6,2,-999,9,-999,9,-999,9,-999,9,2356.2,6,2434.3,2,25,34.8532498,1.492641302,27.76214721
33RO20071215,18,9,1,24,11024,2,20071219,1218,19.6665,-110,3317,10.2,24.8668,34.4653,2,34.472,2,208.2,2,208.8,2,1.8,2,0,2,0.01,2,0.17,2,1.78,6,1.125,6,-999,9,-999,9,1993.7,6,2295.1,2,25,34.628018,24.88438461,22.98048994
33RO20071215,18,9,1,23,11023,2,20071219,1218,19.6665,-110,3317,24.4,23.7827,34.4454,2,34.4456,2,215.3,2,215.8,2,1.8,2,0.1,2,0.01,2,0.19,2,-999,9,-999,9,-999,9,-999,9,2005.3,2,2286.7,2,25,34.60816615,23.79556048,23.28996108
33RO20071215,18,9,1,22,11022,2,20071219,1218,19.6665,-110,3317,50.1,20.7536,34.1623,2,34.1561,2,230.3,2,231.6,2,2.4,2,0.2,2,0.01,2,0.27,2,2.349,2,1.42,2,-999,9,-999,9,2023.5,2,2274,2,25,34.32412123,20.76491747,23.92968369
33RO20071215,18,9,1,21,11021,2,20071219,1218,19.6665,-110,3317,74.2,15.8715,34.1192,2,34.1267,2,122,2,117.4,2,12.2,2,14,2,0.13,2,1.32,2,-999,9,-999,9,-999,9,-999,9,2140.8,2,2263.3,2,25,34.28133674,15.87268722,25.10698236
33RO20071215,18,9,1,20,11020,2,20071219,1218,19.6665,-110,3317,100.3,14.4646,34.4965,2,34.5576,2,13.6,2,19.9,2,23.4,2,24.3,2,0.03,2,2.28,2,1.437,2,0.841,2,-999,9,-999,9,2235.8,2,2286.8,2,25,34.66138851,14.45137692,25.7082132
33RO20071215,18,9,1,19,11019,2,20071219,1218,19.6665,-110,3317,124.4,13.6321,34.7054,2,34.7105,2,4.4,2,3.8,2,27.5,2,24.3,2,0.07,2,2.47,2,1.012,2,0.607,2,-999,9,-999,9,2255,2,2297.1,2,25,34.87203177,13.61046629,26.04541553
33RO20071215,18,9,1,18,11018,2,20071219,1218,19.6665,-110,3317,150.4,12.7432,34.75,2,34.7491,2,3.8,2,4.1,2,30.2,2,23,2,1.09,2,2.49,2,0.716,2,0.438,2,-999,9,-999,9,2262.1,2,2303.2,2,25,34.9173496,12.71744844,26.26028843
33RO20071215,18,9,1,17,11017,2,20071219,1218,19.6665,-110,3317,199.4,11.7967,34.747,2,34.7451,2,3.6,2,3.2,2,33.2,2,22.3,2,1.56,2,2.54,2,0.431,2,0.268,2,-999,9,-999,9,2270,2,2307.3,2,25,34.9147973,11.76546821,26.4419519
33RO20071215,18,9,1,16,11016,2,20071219,1218,19.6665,-110,3317,249.9,11.0992,34.7094,2,34.7045,2,3.5,2,4.1,2,36.6,2,21.9,2,1.88,2,2.6,2,0.298,2,0.184,2,-999,9,-999,9,2279.2,2,2309.5,2,25,34.87740347,11.0633355,26.54283499
33RO20071215,18,9,1,15,11015,2,20071219,1218,19.6665,-110,3317,325.1,10.1039,34.6554,2,34.6517,2,3.6,2,4.5,2,42.2,2,25.2,2,0.68,2,2.71,2,0.158,2,0.099,2,-999,9,-999,9,2288.5,2,2312.7,2,25,34.82394854,10.06190019,26.67784433
33RO20071215,18,9,1,14,11014,2,20071219,1218,19.6665,-110,3317,399.7,8.9555,34.5976,2,34.5963,2,3.6,2,4.8,2,50.8,2,29.6,2,0.14,2,2.85,2,-999,9,-999,9,-999,9,-999,9,2298.1,2,2318.2,2,25,34.76684775,8.90899608,26.82365374
33RO20071215,18,9,1,13,11013,2,20071219,1218,19.6665,-110,3317,474.7,8.1666,34.5681,2,34.5658,2,3.6,2,4.7,2,57.7,2,32.4,2,0.01,2,2.94,2,0.042,2,0.027,2,-999,9,-999,9,2305.9,2,2323.6,2,25,34.73833885,8.115003997,26.92418874
33RO20071215,18,9,1,12,11012,2,20071219,1218,19.6665,-110,3317,550.9,7.377,34.551,2,34.5497,2,3.7,2,3.8,2,65.4,2,35.2,2,0.01,2,3.03,2,-999,9,-999,9,-999,9,-999,9,2315.2,2,2329,2,25,34.72223722,7.320842103,27.02755938
33RO20071215,18,9,1,11,11010,2,20071219,1218,19.6665,-110,3317,649.9,6.5515,34.5343,2,34.5319,2,3.6,2,3.7,2,74.6,2,38.7,2,0,2,3.12,2,0.011,2,0.005,2,-999,9,-999,9,2326.2,2,2335.7,2,25,34.70669439,6.489620865,27.1293191
33RO20071215,18,9,1,10,11011,2,20071219,1218,19.6665,-110,3317,749.9,5.9883,34.5349,2,34.5331,2,3.7,2,3.4,2,81.4,2,41.1,2,0,2,3.17,2,-999,9,-999,9,-999,9,-999,9,2335.1,2,2342.2,2,25,34.7083899,5.919952204,27.20426494
33RO20071215,18,9,1,9,11009,2,20071219,1218,19.6665,-110,3317,899.6,5.1293,34.5314,2,34.5303,2,6.2,2,7,2,95,2,43.5,2,0,2,3.24,2,0.007,2,0.002,2,-999,9,-999,9,2349.2,2,2354.8,2,25,34.70637847,5.052853511,27.30765966
33RO20071215,18,9,1,8,11008,2,20071219,1218,19.6665,-110,3317,1049.5,4.3713,34.5431,2,34.543,2,14.8,2,15.5,2,108.7,2,44.4,2,0,2,3.25,2,-999,9,-999,9,-999,9,-999,9,2361.8,2,2368.6,2,25,34.71941986,4.287414856,27.40338579
33RO20071215,18,9,1,7,11007,2,20071219,1218,19.6665,-110,3317,1199.3,3.8619,34.5597,2,34.5574,2,23.6,2,24.9,2,120,2,44,2,0,2,3.19,2,0.012,2,0.003,2,-999,9,-999,9,2366.2,2,2381.9,2,25,34.7371746,3.769580435,27.47132108
33RO20071215,18,9,1,6,11006,2,20071219,1218,19.6665,-110,3317,1349.7,3.5099,34.5775,2,34.5769,2,33.8,2,34.2,2,126.5,2,43.7,2,0,2,3.12,2,-999,9,-999,9,-999,9,-999,9,2368.9,2,2393.9,2,25,34.75607906,3.408212422,27.52201703
33RO20071215,18,9,1,5,11005,2,20071219,1218,19.6665,-110,3317,1600.1,2.8956,34.6059,2,34.6044,2,52.7,2,52.4,2,139.7,2,42.6,2,0,2,2.99,2,0.008,2,0.002,2,-999,9,-999,9,2371.4,2,2400.8,4,25,34.78599838,2.779763812,27.60414657
33RO20071215,18,9,1,4,11004,2,20071219,1218,19.6665,-110,3317,2000,2.174,34.6409,2,34.6406,2,85.2,2,85.9,2,153.8,6,40.4,6,0,6,2.75,2,-999,9,-999,9,-999,9,-999,9,2366.3,2,2409.7,4,25,34.82275082,2.034410393,27.69637721
33RO20071215,18,9,1,3,11003,3,20071219,1218,19.6665,-110,3317,2399.7,1.8096,34.6629,2,34.6612,2,107.5,2,108,2,159.2,6,39,6,0,6,2.6,2,0.004,2,0.003,2,-999,9,-999,9,2358.5,2,2426.5,2,25,34.84557431,1.641444782,27.74500465
33RO20071215,18,9,1,2,11002,2,20071219,1218,19.6665,-110,3317,2800.4,1.7682,34.667,2,34.6662,2,111.9,2,113.1,2,161.1,6,38.8,6,0,6,2.57,2,-999,9,-999,9,-999,9,-999,9,2357.5,2,2429.4,2,25,34.85002286,1.564189068,27.75430908
33RO20071215,18,9,1,1,11001,3,20071219,1218,19.6665,-110,3317,3334.8,1.6958,34.6724,2,34.6723,2,119.6,2,120.9,2,164.4,2,38.4,2,0,2,2.53,2,0.007,6,0.007,6,-999,9,-999,9,2355.3,6,2432.1,2,25,34.85524013,1.441169776,27.76748191
33RO20071215,18,10,1,24,11024,2,20071219,1820,19.0805,-109.9992,3325,15.9,26.2199,34.3055,2,34.3372,2,203.2,2,203.9,2,1.8,2,0,2,0,2,0.21,2,1.661,6,1.062,6,-999,1,1.51,2,1973.1,6,2286.5,2,25,34.46746831,26.24574823,22.44372394
33RO20071215,18,10,1,23,11023,2,20071219,1820,19.0805,-109.9992,3325,33.8,24.9745,34.5524,2,34.5562,2,208.8,2,208.4,2,1.8,2,0.1,2,0,2,0.22,2,-999,9,-999,9,-999,9,-999,9,1995,2,-999,5,25,34.71586376,24.98393549,23.01542568
33RO20071215,18,10,1,22,11022,2,20071219,1820,19.0805,-109.9992,3325,58.1,22.186,34.3076,2,34.306,2,226.1,2,226.3,2,2.2,2,0.1,2,0,2,0.25,2,2.171,2,1.329,2,-999,9,-999,9,2014.1,2,2283.1,2,25,34.47028486,22.19361515,23.64697625
33RO20071215,18,10,1,21,11021,2,20071219,1820,19.0805,-109.9992,3325,82,16.1492,34.1006,2,34.1207,2,136.4,2,137.1,2,10.5,2,10.9,2,0.19,2,1.14,2,-999,9,-999,9,-999,9,-999,9,2122.7,2,2266.5,2,25,34.26288906,16.14993932,25.03009277
33RO20071215,18,10,1,20,11020,2,20071219,1820,19.0805,-109.9992,3325,108.1,14.1778,34.5322,2,34.5474,2,20.6,2,22.9,2,24.3,2,24.4,2,0.02,2,2.28,2,1.514,2,0.884,2,-999,9,-999,9,2233.7,2,2289.3,2,25,34.69745522,14.16253587,25.79698694
33RO20071215,18,10,1,19,11019,2,20071219,1820,19.0805,-109.9992,3325,133,12.9968,34.6907,2,34.7023,2,9.8,2,10.1,2,31.2,2,25.3,2,0.01,2,2.51,2,1.026,2,0.603,2,-999,9,-999,9,2258.2,2,-999,5,25,34.8573953,12.97460039,26.16323047
33RO20071215,18,10,1,18,11018,2,20071219,1820,19.0805,-109.9992,3325,166.9,12.2179,34.7367,2,34.7389,2,4.5,2,4.4,2,33.5,2,25.1,2,0.03,2,2.55,2,0.672,2,0.409,2,-999,9,-999,9,2266,2,2306.4,2,25,34.90411473,12.19068397,26.35281996
33RO20071215,18,10,1,17,11017,2,20071219,1820,19.0805,-109.9992,3325,216.7,11.4618,34.7249,2,34.7221,2,3.6,2,3.3,2,35.6,2,23.7,2,0.64,2,2.59,2,0.403,2,0.247,2,-999,9,-999,9,2272.6,2,2309.7,2,25,34.89266742,11.429256,26.48763284
33RO20071215,18,10,1,16,11016,2,20071219,1820,19.0805,-109.9992,3325,274.6,10.791,34.695,2,34.6913,2,3.6,2,2.7,2,38,2,22.6,2,1.56,2,2.63,2,0.243,2,0.153,2,-999,9,-999,9,2280.9,2,-999,5,25,34.8631113,10.75290539,26.58755726
33RO20071215,18,10,1,15,11015,2,20071219,1820,19.0805,-109.9992,3325,350.1,9.7853,34.6359,2,34.6331,2,3.6,2,3.3,2,44.4,2,26.8,2,0.27,2,2.76,2,0.141,2,0.087,2,-999,9,-999,9,2288.5,2,-999,5,25,34.80460769,9.741488831,26.71709338
33RO20071215,18,10,1,14,11014,2,20071219,1820,19.0805,-109.9992,3325,425.3,8.7346,34.5754,2,34.5761,2,3.6,2,4,2,52.8,2,30.9,2,0.01,2,2.89,2,-999,9,-999,9,-999,9,-999,9,2297.3,2,2317.2,2,25,34.74485023,8.686319847,26.84165123
33RO20071215,18,10,1,13,11013,2,20071219,1820,19.0805,-109.9992,3325,500.3,7.8583,34.5677,2,34.5671,2,3.7,2,3.8,2,61.1,2,33.2,2,0.1,2,3,2,0.035,2,0.023,2,-999,9,-999,9,2309.1,2,2326.4,2,25,34.73825021,7.805153368,26.97016864
33RO20071215,18,10,1,12,11012,2,20071219,1820,19.0805,-109.9992,3325,582.4,6.9356,34.5344,2,34.5371,2,3.7,2,4,2,70.6,2,37,2,0.01,2,3.08,2,-999,9,-999,9,-999,9,-999,9,2318.3,2,2335.2,2,25,34.70590091,6.878489535,27.07636347
33RO20071215,18,10,1,11,11010,2,20071219,1820,19.0805,-109.9992,3325,683.5,6.1644,34.5198,2,34.5202,2,3.9,2,3.5,2,80.4,2,40,2,0,2,3.17,2,0.013,2,0.007,2,-999,9,-999,9,2330,2,2340.5,2,25,34.69241159,6.101556057,27.16865951
33RO20071215,18,10,1,10,11011,2,20071219,1820,19.0805,-109.9992,3325,799.8,5.5064,34.52,2,34.5194,2,5.1,2,5,2,89.8,2,42.3,2,0,2,3.22,2,-999,9,-999,9,-999,9,-999,9,2339.7,2,2350.5,2,25,34.69384392,5.436610075,27.25240837
33RO20071215,18,10,1,9,11009,2,20071219,1820,19.0805,-109.9992,3325,950.1,4.8234,34.5304,2,34.5317,2,8.8,2,8.7,2,101,2,43.9,2,0,2,3.23,2,0.008,2,0.003,2,-999,9,-999,9,2351.6,2,2360.4,2,25,34.70573252,4.744734784,27.34236355
33RO20071215,18,10,1,8,11008,2,20071219,1820,19.0805,-109.9992,3325,1101.1,4.2713,34.5464,2,34.5469,2,16.6,2,16.1,2,110.8,2,44.7,2,0,2,3.24,2,-999,9,-999,9,-999,9,-999,9,2359.5,2,2371.6,2,25,34.72299559,4.183763387,27.4172525
33RO20071215,18,10,1,7,11007,2,20071219,1820,19.0805,-109.9992,3325,1249.7,3.742,34.5653,2,34.5661,2,27.6,2,28.1,2,121.2,2,44.1,2,0,2,3.18,2,0.01,2,0.003,2,-999,9,-999,9,2364.5,2,2382.8,2,25,34.74303022,3.646512924,27.48829743
33RO20071215,18,10,1,6,11006,2,20071219,1820,19.0805,-109.9992,3325,1433.6,3.2855,34.5859,2,34.5867,2,40.7,2,41.1,2,131.1,2,43.4,2,0,2,3.08,2,-999,9,-999,9,-999,9,-999,9,2368.3,2,2392.9,2,25,34.76492979,3.179142945,27.55087051
33RO20071215,18,10,1,5,11005,2,20071219,1820,19.0805,-109.9992,3325,1733.2,2.6369,34.6178,2,34.6178,2,64.3,2,64,2,144.2,2,42.1,2,0,2,2.92,2,0.004,2,0.002,2,-999,9,-999,9,2368.1,2,2408.9,2,25,34.79847149,2.513202564,27.63737509
33RO20071215,18,10,1,4,11004,2,20071219,1820,19.0805,-109.9992,3325,2132.8,2.0689,34.6468,2,34.6465,2,92.6,2,92.6,2,154.8,6,40.4,6,0,6,2.71,2,-999,9,-999,9,-999,9,-999,9,2362.7,2,2422.7,2,25,34.82887473,1.919594144,27.7103482
33RO20071215,18,10,1,3,11003,2,20071219,1820,19.0805,-109.9992,3325,2533.1,1.8146,34.6653,2,34.666,2,108.8,2,109,2,158.4,6,39.1,6,0,6,2.59,2,0.004,2,0.005,2,-999,9,-999,9,2357.2,2,2428.1,2,25,34.84802406,1.634355973,27.7474898
33RO20071215,18,10,1,2,11002,2,20071219,1820,19.0805,-109.9992,3325,2933.5,1.7241,34.6707,2,34.6708,2,116.4,2,116.7,2,161.1,6,38.7,6,0,6,2.56,2,-999,9,-999,9,-999,9,-999,9,2354.9,2,2429.4,2,25,34.85364209,1.508379722,27.76130801
33RO20071215,18,10,1,1,11001,2,20071219,1820,19.0805,-109.9992,3325,3363.7,1.7355,34.672,2,34.673,2,118.5,2,117.3,2,161.3,2,38.6,2,0,2,2.56,2,0.005,6,0.005,6,-999,9,-999,9,2353.4,6,2430.3,2,25,34.85472415,1.476928509,27.764471
33RO20071215,18,11,1,24,11024,2,20071220,11,18.4998,-110,3452,3.9,25.0124,34.7114,2,34.7135,2,208.2,2,208.5,2,2,2,0,2,0,2,0.25,2,1.747,6,1.106,6,-999,9,-999,9,2009.1,6,2312.1,2,25,34.87526791,25.02243852,23.12176853
33RO20071215,18,11,1,23,11023,2,20071220,11,18.4998,-110,3452,19.9,25.0268,34.7189,2,34.7218,2,208.7,2,207.8,2,2.1,2,0,2,0,2,0.26,2,-999,9,-999,9,-999,9,-999,9,2008.1,2,2313.2,2,25,34.88282356,25.03310958,23.12412248
33RO20071215,18,11,1,22,11022,2,20071220,11,18.4998,-110,3452,43.6,24.9658,34.7195,2,34.7241,2,207.5,2,208.3,2,2.1,2,0.1,2,0,2,0.27,2,1.762,2,1.119,2,-999,9,-999,9,2009.9,2,2313.4,2,25,34.88386303,24.96680678,23.14500864
33RO20071215,18,11,1,21,11021,2,20071220,11,18.4998,-110,3452,68.6,18.2275,34.1294,2,34.1424,2,196.1,2,192,2,5.4,2,2.7,2,0.18,2,0.61,2,-999,9,-999,9,-999,9,-999,9,2074.4,2,2275.6,2,25,34.29144894,18.23226665,24.55736072
33RO20071215,18,11,1,20,11020,2,20071220,11,18.4998,-110,3452,92.2,15.7749,34.4345,2,34.4292,2,52.4,2,48.9,2,18.8,2,21.5,2,0.04,2,1.97,2,1.822,2,1.067,2,-999,9,-999,9,2204.7,2,2281.8,2,25,34.59871341,15.76493167,25.37234796
33RO20071215,18,11,1,19,11019,2,20071220,11,18.4998,-110,3452,117.1,13.8981,34.5788,2,34.5893,2,21.7,2,16.5,2,25.5,2,24.5,2,0.01,2,2.35,2,1.348,2,0.79,2,-999,9,-999,9,2242.2,2,2291.3,2,25,34.74450959,13.88043132,25.89202142
33RO20071215,18,11,1,18,11018,2,20071220,11,18.4998,-110,3452,142.4,12.9119,34.6995,2,34.7024,2,6,2,4.7,2,29.8,2,24.9,2,0.01,2,2.5,2,0.916,2,0.543,2,-999,9,-999,9,2259.8,2,2300.5,2,25,34.86636542,12.88825845,26.18732611
33RO20071215,18,11,1,17,11017,2,20071220,11,18.4998,-110,3452,183.7,12.2504,34.7471,2,34.75,2,3.8,2,2.7,2,32,2,23.4,2,0.87,2,2.53,2,0.578,2,0.358,2,-999,9,-999,9,2265.9,2,2305.6,2,25,34.91466932,12.22069391,26.35515097
33RO20071215,18,11,1,16,11016,2,20071220,11,18.4998,-110,3452,250.1,11.2606,34.7082,2,34.7042,2,3.5,2,3.1,2,36.2,2,24.3,2,0.29,2,2.6,2,0.37,2,0.225,2,-999,9,-999,9,2277,2,2308.1,2,25,34.87607509,11.22446412,26.5124912
33RO20071215,18,11,1,15,11015,2,20071220,11,18.4998,-110,3452,325,10.0881,34.6422,2,34.6421,2,3.5,2,3.4,2,42,2,26.3,2,0.01,2,2.71,2,0.204,2,0.122,2,-999,9,-999,9,2287.6,2,-999,9,25,34.81055306,10.04640264,26.67012689
33RO20071215,18,11,1,14,11014,2,20071220,11,18.4998,-110,3452,401.6,9.0596,34.6129,2,34.6138,2,3.6,2,4.6,2,50.3,2,28.4,2,0.35,2,2.86,2,-999,9,-999,9,-999,9,-999,9,2298.1,2,2319.2,2,25,34.78210985,9.01230203,26.81904453
33RO20071215,18,11,1,13,11013,2,20071220,11,18.4998,-110,3452,476.2,8.0866,34.5745,2,34.5734,2,3.6,2,3.9,2,59.2,2,32,2,0.22,2,2.99,2,0.043,2,0.026,2,-999,9,-999,9,2308.4,2,2325.2,2,25,34.74464369,8.035032452,26.94108457
33RO20071215,18,11,1,12,11012,2,20071220,11,18.4998,-110,3452,519.5,7.5337,34.5537,2,34.5561,2,3.7,2,3.9,2,64.4,2,34.5,2,0.02,2,3.02,2,-999,9,-999,9,-999,9,-999,9,2314.5,2,2328.9,2,25,34.72437099,7.48006905,27.0065332
33RO20071215,18,11,1,11,11010,2,20071220,11,18.4998,-110,3452,700.6,5.9967,34.5283,2,34.5276,2,3.8,2,3.7,2,81.9,2,40.8,2,0,2,3.19,2,0.01,2,0.006,2,-999,9,-999,9,2334.7,2,-999,9,25,34.70105481,5.933051585,27.196856
