EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,FCO2TMP,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CTDRAW,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,DCNS,ARABI,ARABI_FLAG_W,FUCO,FUCO_FLAG_W,GALA,GALA_FLAG_W,GLUC,GLUC_FLAG_W,MAN,MAN_FLAG_W,RHAM,RHAM_FLAG_W,BRDU,BRDU_FLAG_W,THETA,HELIER,DELHER
3.2502E+11,       P16N,9,1,8,8,2,20060217,1802,-9,-151.0003,4079,2800.9,1.7427,34.6788,2,34.678,2,145.8,2,146,2,134.8,2,36.5,2,0,2,2.56,2,-999,9,-999,9,-999,9,2322.3,2,2420.4,2,-999,9,-999,7.578,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,35.69,2,40.38,2,2800.9,0.096,2,0.06,2,0.024,2,0.013,2,0.0257,2,0.0277,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.5395,-999,-999
3.2502E+11,       P16N,9,1,7,7,2,20060217,1802,-9,-151.0003,4079,3000.5,1.6697,34.6833,2,34.6833,2,149.9,2,150.8,2,134.9,2,36.2,2,0,2,2.53,2,-999,9,-999,9,-999,9,2319.4,2,2419.9,2,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,35.41,2,39.28,2,3000.5,0.093,2,0.058,2,0.022,2,0.011,2,0.0274,2,0.0291,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.4491,-999,-999
3.2502E+11,       P16N,9,1,6,6,2,20060217,1802,-9,-151.0003,4079,3301.7,1.5771,34.6888,2,34.6893,2,156.4,2,157.1,2,135,2,35.7,2,0,2,2.5,2,0.002,2,0.001,2,-999,5,2315.9,2,2419.3,6,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,36.1,2,39.43,2,3301.7,0.091,2,0.056,2,0.021,2,0.011,2,0.028,2,0.0298,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.329,-999,-999
3.2502E+11,       P16N,9,1,5,5,2,20060217,1802,-9,-151.0003,4079,3600.9,1.4816,34.6939,2,34.694,2,165.3,2,165.3,2,132.4,6,34.9,6,0,6,2.45,6,-999,9,-999,9,-999,9,2307.1,2,2413,2,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,36.32,2,38.39,2,3600.9,0.104,2,0.068,2,0.028,2,0.016,2,0.0239,2,0.0254,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.2055,-999,-999
3.2502E+11,       P16N,9,1,4,4,2,20060217,1802,-9,-151.0003,4079,3899.8,1.4479,34.6967,2,34.6972,2,169.8,2,169.9,2,131,6,34.7,6,0,6,2.42,2,-999,9,-999,9,-999,9,2301.1,2,2407.6,2,-999,9,-999,7.5772,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,38.06,2,38.48,2,3899.8,0.096,2,0.06,2,0.024,2,0.013,2,0.0259,2,0.0277,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.1412,-999,-999
3.2502E+11,       P16N,9,1,3,3,2,20060217,1802,-9,-151.0003,4079,4199.5,1.3916,34.7006,2,34.7027,2,176.2,2,177.4,2,127.8,6,34.1,6,0,6,2.38,6,0.004,2,0,2,-999,5,2292.4,2,2400.4,2,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,38.95,2,37.83,2,4199.5,0.09,2,0.056,2,0.021,2,0.011,2,0.0284,2,0.0302,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.0538,-999,-999
3.2502E+11,       P16N,9,1,1,1,2,20060217,1802,-9,-151.0003,4079,4325.7,1.3673,34.7025,2,34.7024,2,179.8,2,182.4,2,126,4,33.8,4,0,4,2.36,4,-0.001,2,0,2,-999,5,2290.7,6,2396,2,-999,9,-999,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,39.01,2,37.58,2,4325.7,0.092,2,0.057,2,0.021,2,0.011,2,0.0277,2,0.0296,2,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.0162,-999,-999
3.2502E+11,       P16N,10,1,35,35,2,20060218,301,-7.9998,-151.0002,4629,5.3,28.889,35.8965,2,35.8935,2,198,2,198.1,2,0.1,2,0.2,2,0,2,0.23,2,1.553,2,0.979,2,-999,5,2014,6,2367.6,2,260.7,2,20,8.125,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,69.58,2,4.49,2,5.3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.8877,-999,-999
3.2502E+11,       P16N,10,1,34,34,2,20060218,301,-7.9998,-151.0002,4629,14.7,28.888,35.8967,2,35.891,2,198.6,2,198.5,2,0.1,2,0.2,2,0,2,0.23,2,1.555,2,0.977,2,-999,5,2013.6,2,2361.4,2,260.2,2,20,8.1225,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,68.49,2,4.48,2,14.7,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.8844,-999,-999
3.2502E+11,       P16N,10,1,33,33,2,20060218,301,-7.9998,-151.0002,4629,34.1,28.8249,35.8921,2,35.8848,2,198.4,2,198.9,2,0.1,2,0.2,2,0,2,0.24,2,-999,9,-999,9,-999,9,2014,2,2360.7,2,261.2,6,20,8.1287,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,70.68,2,4.42,2,34.1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.8167,-999,-999
3.2502E+11,       P16N,10,1,32,32,2,20060218,301,-7.9998,-151.0002,4629,59.8,28.8024,35.8869,2,35.8823,2,198.4,2,198.3,2,0.1,2,0.3,2,0,2,0.24,2,1.543,2,0.972,2,-999,5,2015.6,2,2360.4,2,263.1,2,20,8.1207,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,66.78,2,4.95,2,59.8,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.7879,-999,-999
3.2502E+11,       P16N,10,1,31,31,2,20060218,301,-7.9998,-151.0002,4629,84.3,28.5648,35.9,2,35.8939,2,197.7,2,197.8,2,0.2,2,0.5,2,0,2,0.26,2,-999,9,-999,9,-999,9,2019.3,2,2365.5,2,266.6,2,20,8.117,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,67.11,2,4.83,2,84.3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.5446,-999,-999
3.2502E+11,       P16N,10,1,30,30,2,20060218,301,-7.9998,-151.0002,4629,110.2,27.8124,36.198,2,36.1909,2,179.6,2,178,2,0.4,2,0.4,2,0.8,2,0.34,2,1.562,2,0.982,2,-999,5,2049.1,2,2385.6,2,288.3,2,20,8.0934,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,62.67,2,5.57,2,110.2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.7865,-999,-999
3.2502E+11,       P16N,10,1,29,29,2,20060218,301,-7.9998,-151.0002,4629,134,26.6354,36.3625,2,36.3612,2,161.7,2,163.2,2,0.5,2,2.7,2,0.4,2,0.46,2,-999,9,-999,9,-999,9,2084.7,2,2395,2,326.5,2,20,8.0531,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,56.3,2,7.57,2,134,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,26.6048,-999,-999
3.2502E+11,       P16N,10,1,28,28,2,20060218,301,-7.9998,-151.0002,4629,175.6,21.5585,35.9812,2,35.9619,2,160.1,2,161.1,2,0.7,2,5.3,2,0,2,0.62,2,2.112,6,1.262,6,-999,5,2125.9,2,2370.3,6,433.5,2,20,7.9475,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,48.86,2,9.99,2,175.6,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,21.5241,-999,-999
3.2502E+11,       P16N,10,1,27,27,2,20060218,301,-7.9998,-151.0002,4629,225.8,17.9045,35.4362,2,35.4533,2,138.5,2,139.9,2,2.8,2,9.9,2,0,2,0.95,2,2.194,2,1.249,2,-999,5,2146,2,2336.2,2,554.6,2,20,7.8517,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,45.81,2,14.2,2,225.8,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,17.8657,-999,-999
3.2502E+11,       P16N,10,1,26,26,2,20060218,301,-7.9998,-151.0002,4629,274.9,12.6293,34.8664,2,34.8617,2,70.7,2,69.1,2,13.8,2,23.8,2,0,2,1.9,2,1.237,2,0.676,2,-999,5,2217.7,3,2303.9,2,1049.6,2,20,7.6047,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,43.57,2,28.19,2,274.9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,12.5921,-999,-999
3.2502E+11,       P16N,10,1,25,25,2,20060218,301,-7.9998,-151.0002,4629,325.3,10.5667,34.7683,2,34.7579,2,62,2,63.8,2,21.8,2,30.4,2,0,2,2.16,2,0.521,2,0.286,2,-999,5,2236.7,3,2306.2,2,1211.2,2,20,7.5599,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,43.05,2,34.1,2,325.3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,10.5275,-999,-999
3.2502E+11,       P16N,10,1,24,24,2,20060218,301,-7.9998,-151.0002,4629,374.4,9.59,34.717,2,34.7107,2,77.5,2,78.2,2,24.1,2,31.4,2,0,2,2.16,2,0.38,2,0.216,2,-999,5,2234.9,3,2306.5,2,1186.8,2,20,7.5587,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,43.11,2,35.83,2,374.4,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,9.5475,-999,-999
3.2502E+11,       P16N,10,1,23,23,2,20060218,301,-7.9998,-151.0002,4629,425.3,8.735,34.6619,2,34.6468,2,89.6,2,88.5,2,26.9,2,32.3,2,0,2,2.19,2,0.313,2,0.17,2,-999,5,2222.1,6,2306.6,2,1177.2,2,20,7.5601,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,42.78,2,35.65,2,425.3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.6892,-999,-999
3.2502E+11,       P16N,10,1,22,22,2,20060218,301,-7.9998,-151.0002,4629,475.3,8.0781,34.6225,2,34.6238,2,90.3,2,90.3,2,30.6,2,33.7,2,0,2,2.26,2,0.197,2,0.112,2,-999,5,2241.1,2,2304.7,2,1218.3,2,20,-999,9,-999,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,42.76,2,37.38,2,475.3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,8.0291,-999,-999
3.2502E+11,       P16N,10,1,21,21,2,20060218,301,-7.9998,-151.0002,4629,548.8,7.3931,34.5854,2,34.582,2,93.6,2,93.3,2,35,2,35,2,0,2,2.35,2,0.131,2,0.076,2,-999,5,2245.6,2,2307.8,2,1258.2,6,20,7.5335,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,40.93,2,39.11,2,548.8,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,7.3391,-999,-999
3.2502E+11,       P16N,10,1,20,20,2,20060218,301,-7.9998,-151.0002,4629,649.7,6.5477,34.5541,2,34.5573,2,87.5,2,86.8,2,43.4,2,37.6,2,0,2,2.54,2,0.103,3,0.026,2,-999,5,2263.3,2,2314.7,2,1358.6,2,20,7.5069,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,40.22,2,42.07,2,649.7,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,6.4875,-999,-999
3.2502E+11,       P16N,10,1,19,19,2,20060218,301,-7.9998,-151.0002,4629,750,5.7144,34.5386,2,34.5388,2,84.6,2,85.1,2,54,2,39.3,2,0,2,2.67,2,0.015,6,0.007,6,-999,5,2277.7,2,2323.9,2,1432,2,20,7.4924,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,39.59,2,43.46,2,750,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,5.6491,-999,-999
3.2502E+11,       P16N,10,1,18,18,2,20060218,301,-7.9998,-151.0002,4629,849.9,5.2248,34.5347,2,34.5347,2,88.2,2,88.8,2,61.6,2,39.6,2,0,2,2.7,2,0.003,2,0.005,2,-999,5,2284.4,2,2335.3,2,1428.2,2,20,7.4893,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,38.8,2,43.28,2,849.9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,5.1535,-999,-999
3.2502E+11,       P16N,10,1,17,17,2,20060218,301,-7.9998,-151.0002,4629,950.4,4.6613,34.5381,2,34.5388,2,95.2,2,95.4,2,70.5,2,39.6,2,0,2,2.72,2,0.002,2,0.002,2,-999,5,2291.1,3,2343.6,6,1393,2,20,7.499,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,37.92,2,43.56,2,950.4,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,4.5848,-999,-999
3.2502E+11,       P16N,10,1,16,16,2,20060218,301,-7.9998,-151.0002,4629,1099,4.1326,34.5487,2,34.5465,2,103.9,2,104.3,2,80.1,2,39.1,2,0,2,2.7,2,0.002,2,0.002,2,-999,5,2297.6,2,2356.2,2,1366.7,2,20,7.5086,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,37.86,2,42.24,2,1099,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,4.0475,-999,-999
3.2502E+11,       P16N,10,1,15,15,2,20060218,301,-7.9998,-151.0002,4629,1299.5,3.3753,34.5764,2,34.5755,2,111.9,2,112.8,2,97,2,38.8,2,0,2,2.69,2,-999,9,-999,9,-999,9,2301.9,2,2375.1,2,1337.5,2,20,7.5204,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,36.89,2,42.02,2,1299.5,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,3.2801,-999,-999
3.2502E+11,       P16N,10,1,14,14,2,20060218,301,-7.9998,-151.0002,4629,1500.4,2.8894,34.6035,2,34.602,2,112.5,2,113.1,2,110.4,2,39,2,0,2,2.72,2,0,2,0.002,2,-999,5,2315.6,2,2389,2,1344.7,2,20,7.519,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,37.33,2,43.02,2,1500.4,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.7828,-999,-999
3.2502E+11,       P16N,10,1,13,13,2,20060218,301,-7.9998,-151.0002,4629,1700.7,2.5969,34.6199,2,34.6166,2,116.9,2,117.5,2,117.5,2,38.8,2,0,2,2.71,2,-999,9,-999,9,-999,9,2320.1,2,2397.3,2,1325.4,2,20,7.5282,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,37.65,2,42.57,2,1700.7,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.4771,-999,-999
3.2502E+11,       P16N,10,1,12,12,2,20060218,301,-7.9998,-151.0002,4629,1901.3,2.2791,34.6391,2,34.6399,2,125.1,2,125.7,2,124.8,2,38.4,2,0,2,2.66,2,-999,9,-999,9,-999,9,2321.9,2,2405.4,2,1280.2,2,20,7.5428,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,36.38,2,42.14,2,1901.3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,2.1468,-999,-999
3.2502E+11,       P16N,10,1,11,11,2,20060218,301,-7.9998,-151.0002,4629,2123.5,2.0451,34.6547,2,34.658,2,133.7,2,134.7,2,128,2,37.7,2,0,2,2.62,2,-999,9,-999,9,-999,9,2320.6,2,2406.8,2,1229.6,2,20,7.5575,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,36.02,2,41.58,2,2123.5,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.8973,-999,-999
3.2502E+11,       P16N,10,1,10,10,2,20060218,301,-7.9998,-151.0002,4629,2374.3,1.9329,34.6642,2,34.6665,2,136.4,2,135.9,2,131.8,2,37.7,2,0,2,2.61,2,-0.004,6,0.001,6,-999,5,2325.3,2,2411.8,2,1211.7,2,20,7.5616,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,35.97,2,40.96,2,2374.3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.7651,-999,-999
3.2502E+11,       P16N,10,1,9,9,2,20060218,301,-7.9998,-151.0002,4629,2624.5,1.7983,34.6747,2,34.6767,2,140.1,2,139.6,2,136.3,2,37.2,2,0,2,2.59,2,-999,9,-999,9,-999,9,2328,2,2416.9,2,1194.8,2,20,7.5686,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,36.02,2,41.53,2,2624.5,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.6104,-999,-999
3.2502E+11,       P16N,10,1,8,8,2,20060218,301,-7.9998,-151.0002,4629,2876,1.7082,34.6807,2,34.683,2,146.4,2,145.7,2,136.6,2,36.9,2,0,2,2.56,2,-999,9,-999,9,-999,9,2324.4,2,2422.6,2,1171,6,20,7.582,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,36.5,2,41.25,2,2876,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.4987,-999,-999
3.2502E+11,       P16N,10,1,7,7,2,20060218,301,-7.9998,-151.0002,4629,3125.1,1.6612,34.6843,2,34.6889,3,152.3,2,150.1,2,136,2,36.6,2,0,2,2.54,2,-999,9,-999,9,-999,9,2324.2,2,2422,2,1134.4,2,20,7.5867,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,37.12,2,39.87,2,3125.1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.4287,-999,-999
3.2502E+11,       P16N,10,1,6,6,2,20060218,301,-7.9998,-151.0002,4629,3451,1.5689,34.6898,2,34.6922,2,159.3,2,159,2,134.4,2,36.1,2,0,2,2.49,2,-999,9,-999,9,-999,9,2318.4,2,2419.1,6,1114.8,2,20,7.5976,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,36.46,2,38.98,2,3451,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.3059,-999,-999
3.2502E+11,       P16N,10,1,5,5,2,20060218,301,-7.9998,-151.0002,4629,3849.9,1.4819,34.6954,2,34.6914,3,166.9,2,158.7,4,134.1,6,35.9,6,0,6,2.49,6,-0.003,2,0,2,-999,5,2316.2,2,2415.8,2,1098.9,2,20,7.5942,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,37.13,2,39.43,2,3849.9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.1796,-999,-999
3.2502E+11,       P16N,10,1,4,4,2,20060218,301,-7.9998,-151.0002,4629,4299.9,1.3662,34.7029,2,34.7075,3,180.1,2,180.7,2,125.9,6,34.2,6,0,6,2.37,6,-999,9,-999,9,-999,9,2291.7,2,2394.8,2,1063.3,6,20,7.6084,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,39.55,2,37.82,2,4299.9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,1.0179,-999,-999
3.2502E+11,       P16N,10,1,3,3,2,20060218,301,-7.9998,-151.0002,4629,4799.1,1.3626,34.7055,2,34.7083,2,187.1,2,186.3,2,123.2,6,33.7,6,0,6,2.34,6,0.001,2,0.001,2,-999,5,2283.5,2,2389.2,2,1061.9,2,20,7.6115,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,39.5,2,37.08,2,4799.1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.9569,-999,-999
3.2502E+11,       P16N,10,1,1,1,2,20060218,301,-7.9998,-151.0002,4629,5015,1.3785,34.7059,2,34.7075,2,187.1,2,187.2,2,122.8,6,33.6,6,0,6,2.33,6,-0.001,2,0.001,2,-999,5,2283.4,2,2386.8,2,1052,2,20,7.6106,2,25,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-9,-999,9,-999,39.49,2,36.96,2,5015,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,0.9465,-999,-999
3.2502E+11,       P16N,11,1,35,35,2,20060218,1250,-7.0002,-151.0007,5130,6,28.5441,35.9019,2,35.9016,2,198.1,2,197.3,2,0,2,0.4,2,0,2,0.24,2,1.546,2,0.974,2,-999,5,2006.2,2,2363.8,2,-999,9,-999,8.1214,2,25,0.502,2,0.003,1.6938,2,-1.73,2,-999,5,66,2,3.3,6.606,2,0.02,71.22,2,4.22,2,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.5427,0.0051,0.14
3.2502E+11,       P16N,11,1,34,34,2,20060218,1250,-7.0002,-151.0007,5130,25.1,28.5531,35.9017,2,35.9024,2,196.4,2,197.5,2,0,2,0.4,2,0,2,0.24,2,1.52,2,0.977,2,-999,5,2007.9,2,2362.7,2,-999,9,-999,8.1175,2,25,0.499,2,0.003,1.6906,2,-1.84,2,-999,5,62.7,2,3.3,6.605,2,0.02,71.82,2,4.91,2,25.1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.5471,0.0051,0.14
3.2502E+11,       P16N,11,1,33,33,2,20060218,1250,-7.0002,-151.0007,5130,50.8,28.5551,35.9017,2,35.9004,2,196.9,2,197.4,2,0,2,0.4,2,0,2,0.25,2,1.553,2,0.974,2,-999,5,2007.1,2,2363.1,2,-999,9,-999,8.1196,2,25,0.498,2,0.003,1.7074,2,-1.41,2,-999,5,64.4,2,3.3,6.59,2,0.02,71.39,2,4.7,2,50.8,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.543,0.0051,0.14
3.2502E+11,       P16N,11,1,32,32,2,20060218,1250,-7.0002,-151.0007,5130,75.1,28.4864,35.9156,2,35.9168,2,194.8,2,195.2,2,0.1,2,0.4,2,0,2,0.26,2,1.531,2,0.97,2,-999,5,2009.3,2,2368.1,2,-999,9,-999,8.1164,2,25,0.521,2,0.003,1.6914,2,-1.69,2,-999,9,-999,9,-9,6.613,2,0.02,68.18,2,4.79,2,75.1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,28.4685,0.0051,0.14
3.2502E+11,       P16N,11,1,31,31,2,20060218,1250,-7.0002,-151.0007,5130,100.3,27.8381,36.2294,2,36.1917,2,178.9,2,180.6,2,0.3,2,0.3,2,0.3,2,0.31,2,1.599,2,0.994,2,-999,5,2034.3,2,2386.6,2,-999,9,-999,8.0994,2,25,0.455,2,0.003,1.7109,2,-1.15,2,-999,5,57.6,2,3.7,6.679,2,0.02,66.16,2,5.54,2,100.3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,27.8145,0.0051,0.14
